rank,outreach_score,tier,industry_fit,business,niche,city,phone,email,why_warm,pitch,website,id
367,93,A,medium,Treasures Galleria Thrift and Gift,thrift store,Clearlake Oaks,(707) 900-1342,treasuresgalleria@gmail.com,No real website; has phone + email,"Hi, I came across Treasures Galleria Thrift and Gift in Clearlake Oaks and noticed you don't have a website yet — for a thrift store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Clearlake Oaks businesses and can send a free mockup.",,3818dc49-0353-4926-a2a1-f03a6218f307
368,93,A,medium,Rock Shop,toy store,Hopland,(707) 744-8648,stuart@texasrocks.net,No real website; has phone + email,"Hi, I came across Rock Shop in Hopland and noticed you don't have a website yet — for a toy store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Hopland businesses and can send a free mockup.",,9b7dcff3-5a96-4539-b027-e29f1a3d30b4
369,93,A,medium,Adan Gonzalez Income Tax & Notary Public,trusts,Cloverdale,(707) 318-2490,adan.gonzalez1040@gmail.com,No real website; has phone + email,"Hi, I came across Adan Gonzalez Income Tax & Notary Public in Cloverdale and noticed you don't have a website yet — for a trusts, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Cloverdale businesses and can send a free mockup.",,cc28f2d8-c6c5-43ea-ad99-27d497c8987a
370,92,A,medium,Bob's Vacuum & Janitorial Supplies,appliance repair service,Clearlake,(707) 994-9752,bobsvacuums@att.net,No real website; has phone + email,"Hi, I came across Bob's Vacuum & Janitorial Supplies in Clearlake and noticed you don't have a website yet — for a appliance repair service, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Clearlake businesses and can send a free mockup.",,ff3769e3-1efb-4589-b88d-c9c7ca25a8a8
371,92,A,medium,Hillcrest Studio,art gallery,Clearlake,(707) 994-1588,peters95422@gmail.com,No real website; has phone + email,"Hi, I came across Hillcrest Studio in Clearlake and noticed you don't have a website yet — for a art gallery, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Clearlake businesses and can send a free mockup.",,50350a3b-7c13-46af-913d-6330563fa45a
372,92,A,medium,Orion at Mazzei Motors,car dealer,Lakeport,(707) 513-7202,oriondallimore@gmail.com,No real website; has phone + email,"Hi, I came across Orion at Mazzei Motors in Lakeport and noticed you don't have a website yet — for a car dealer, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",https://www.facebook.com/marketplace/profile/100007122002994/?ref=permalink&mibextid=dXMIcH,ab632f34-f369-47b9-af3b-69eb18393327
373,92,A,medium,Eickhoff Farms & Poultry,farm,Lakeport,(707) 263-3018,eickhofffarmsandpoultry@yahoo.com,No real website; has phone + email,"Hi, I came across Eickhoff Farms & Poultry in Lakeport and noticed you don't have a website yet — for a farm, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,7ac22f71-e068-4539-b916-bab8635a9873
374,92,A,medium,Honey Haven Farm ,farm,Middletown,(707) 331-5494,honeyhavenfarm.official@gmail.com,No real website; has phone + email,"Hi, I came across Honey Haven Farm in Middletown and noticed you don't have a website yet — for a farm, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Middletown businesses and can send a free mockup.",,9e6b72c5-5f7b-4be2-a3e1-ae26b20b6ffa
375,92,A,medium,Northshore Fire Explorers Post 7777,fire department,Upper Lake,(707) 274-3100,jrodriguez@northshorefpd.com,No real website; has phone + email,"Hi, I came across Northshore Fire Explorers Post 7777 in Upper Lake and noticed you don't have a website yet — for a fire department, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Upper Lake businesses and can send a free mockup.",,5db0a25a-0e7f-4f08-b72b-6f1033524352
376,92,A,medium,Family Flea Market Llc ,flea market,Lakeport,(707) 349-3414,fossabackhoe@gmail.com,No real website; has phone + email,"Hi, I came across Family Flea Market Llc in Lakeport and noticed you don't have a website yet — for a flea market, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,1364d8ab-e89e-49b2-a0b2-ccd8c719db96
377,92,A,medium,Camelot at TDC,horse riding,Lower Lake,(408) 348-7549,camelotdressagecorner@gmail.com,No real website; has phone + email,"Hi, I came across Camelot at TDC in Lower Lake and noticed you don't have a website yet — for a horse riding, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lower Lake businesses and can send a free mockup.",,329cf4fa-8653-45f4-b14b-d83ddb6365aa
378,92,B,high,Barnell heating & Air,hvac services,Kelseyville,(707) 328-8498,,DIY site (WordPress.com) — upsell; high-fit niche; has phone,"Hi, I found Barnell heating & Air in Kelseyville and saw the site is on WordPress.com. I can give you a faster, more professional custom site that ranks better on Google — worth a quick look at a free mockup?",https://barnellheatingandair.wordpress.com/,c07409f8-9bcf-4c67-8144-f3275549f10b
379,92,A,medium,Your Dirty Laundry,laundromat,Lakeport,(707) 262-2529,dleanncopas@gmail.com,No real website; has phone + email,"Hi, I came across Your Dirty Laundry in Lakeport and noticed you don't have a website yet — for a laundromat, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,579d6a74-6d3e-42f5-85e8-dff5a47d1f7e
380,92,A,medium,Cycleworks Motorcycle Parts and Accessories,motorcycle repair,Cloverdale,(707) 431-0404,cycleworkscloverdale@yahoo.com,No real website; has phone + email,"Hi, I came across Cycleworks Motorcycle Parts and Accessories in Cloverdale and noticed you don't have a website yet — for a motorcycle repair, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Cloverdale businesses and can send a free mockup.",,fbaf500b-f635-4a59-9608-bc7bd27fb41a
381,92,A,medium,The School House Event Center,music venue,Clearlake Oaks,(530) 218-3741,schoolhouseeventcenter@yahoo.com,No real website; has phone + email,"Hi, I came across The School House Event Center in Clearlake Oaks and noticed you don't have a website yet — for a music venue, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Clearlake Oaks businesses and can send a free mockup.",,d4752443-f069-4b72-ba3f-b42fb2109a31
382,92,A,medium,Pine,shopping,Kelseyville,(707) 834-2956,pioneermanagement3970@gmail.com,No real website; has phone + email,"Hi, I came across Pine in Kelseyville and noticed you don't have a website yet — for a shopping, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Kelseyville businesses and can send a free mockup.",,24f0d4cb-1720-4c9e-9488-58f29218bc07
383,92,A,medium,Middletown New 2 U Consignment,thrift store,Middletown,(707) 987-8500,n2ushop@att.net,No real website; has phone + email,"Hi, I came across Middletown New 2 U Consignment in Middletown and noticed you don't have a website yet — for a thrift store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Middletown businesses and can send a free mockup.",,0ea76c1d-3307-4e1a-8ec3-c9e1a04f608b
384,92,A,medium,Penny Lane,thrift store,Lakeport,(707) 413-3224,pennylane.abbeyroad22@gmail.com,No real website; has phone + email,"Hi, I came across Penny Lane in Lakeport and noticed you don't have a website yet — for a thrift store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,84acdeca-4f0d-4794-bfad-19af1d50e263
385,92,A,medium,Twice As Nice,thrift store,Ukiah,(707) 272-3864,twiceasnicelucerne@gmail.com,No real website; has phone + email,"Hi, I came across Twice As Nice in Ukiah and noticed you don't have a website yet — for a thrift store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Ukiah businesses and can send a free mockup.",,5457ed8c-0044-4fb0-ac03-f23547617322
386,92,B,high,Angry Baker,venue and event space,Lakeport,(707) 245-8542,,DIY site (Square) — upsell; high-fit niche; has phone,"Hi, I found Angry Baker in Lakeport and saw the site is on Square. I can give you a faster, more professional custom site that ranks better on Google — worth a quick look at a free mockup?",http://angry-baker.square.site/,b18382b3-bcdf-4999-8af2-376891384a2c
387,91,A,medium,Kountry Boats and Bikes,appliance repair service,Clearlake,(707) 900-8238,kyleaarre@gmail.com,No real website; has phone + email,"Hi, I came across Kountry Boats and Bikes in Clearlake and noticed you don't have a website yet — for a appliance repair service, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Clearlake businesses and can send a free mockup.",,e5fe77f0-d056-4b3c-9f80-c094331642e3
388,91,A,medium,Butterfly Fig Farms,farm,Healdsburg,(707) 292-8148,figgybourbonjam@aol.com,No real website; has phone + email,"Hi, I came across Butterfly Fig Farms in Healdsburg and noticed you don't have a website yet — for a farm, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Healdsburg businesses and can send a free mockup.",,6efbcc59-371e-4ff6-af1f-a16d92871930
389,91,A,medium,A Touch of Glass,glass and mirror sales service,Lakeport,(707) 349-9131,touchoglass2016@gmail.com,No real website; has phone + email,"Hi, I came across A Touch of Glass in Lakeport and noticed you don't have a website yet — for a glass and mirror sales service, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,f3203962-a1cf-4fa9-9acb-b7ab622d9561
390,91,A,medium,Casa Lakeshore,holiday rental home,Clearlake,(209) 217-6151,1clearlake@gmail.com,No real website; has phone + email,"Hi, I came across Casa Lakeshore in Clearlake and noticed you don't have a website yet — for a holiday rental home, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Clearlake businesses and can send a free mockup.",https://sites.google.com/site/casalakeshore/,dd84c853-3d63-4ba1-a399-b7e211f696eb
391,91,A,medium,S&M POWER Sports repair and rebuild,motorcycle repair,Clearlake,(707) 350-3458,ralston.melaniey40@gmail.com,No real website; has phone + email,"Hi, I came across S&M POWER Sports repair and rebuild in Clearlake and noticed you don't have a website yet — for a motorcycle repair, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Clearlake businesses and can send a free mockup.",,7f6a30ff-c9e4-41fd-9b77-e6408d7e1393
392,91,A,medium,Lakeport Indoor Series,race track,Lakeport,(530) 828-2951,gfpromotions14@gmail.com,No real website; has phone + email,"Hi, I came across Lakeport Indoor Series in Lakeport and noticed you don't have a website yet — for a race track, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,e63282c2-f234-4ebe-8a3e-801c0acc25f4
393,91,A,medium,Smalley's Clearlake Mall,shopping center,Clearlake,(707) 701-6086,heart.of_gold@yahoo.com,No real website; has phone + email,"Hi, I came across Smalley's Clearlake Mall in Clearlake and noticed you don't have a website yet — for a shopping center, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Clearlake businesses and can send a free mockup.",,ce225034-5be9-4bdc-8912-10e78c105d37
394,91,A,medium,Steam Country Equestrians,sports club and league,Middletown,(707) 339-3414,barrelgal10@gmail.com,No real website; has phone + email,"Hi, I came across Steam Country Equestrians in Middletown and noticed you don't have a website yet — for a sports club and league, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Middletown businesses and can send a free mockup.",,6b3d54dd-97bc-4b32-8dd3-4cc0d172da1a
